instance,solver,time,n,len,obj_sm,obj_lr_ub,obj_lr
IN_45_5,ILP-SM-II,300007,45,2032,2.93860295417116,3.586540628388992,2.9748311877832325
IN_30_9,ILP-IDLE-MIN,9375,30,1370,4.2301678942394085,5.729007657793403,3.680778409971438
IN_10_10,ILP-SM-I,98,10,430,4.122021757325401,4.947000796362369,3.3976031615083633
IN_60_8,QP-LR-UB,300011,60,2583,3.6209614016374565,3.2867110310995438,3.1283999260425164
IN_40_6,ILP-SM-I,300014,40,1948,3.018389174907372,3.682907613461138,2.959837636064712
IN_30_10,HEUR,25849,30,1194,4.5396167334417505,5.17402330237406,3.280223343697066
IN_50_10,ILP-SM-II,300008,50,1991,2.8735707668482133,3.4150367700322546,2.863519157001819
IN_25_8,ILP-IDLE-MIN,5896,25,1040,4.064125029685406,5.070532843993719,3.593831686646577
IN_50_2,HEUR,300234,50,0,0.0,0.0,0.0
IN_5_7,QP-LR-UB,2,5,231,4.413692359970166,3.438793819893667,3.0411706602282247
IN_45_2,ILP-SM-I,300016,45,1898,2.943957901518596,3.4913321044109376,2.9989515558389854
IN_35_8,ILP-IDLE-MAX,558,35,1414,4.80366666376168,4.00995322809882,3.353074494415533
IN_35_1,ILP-SM-I,300021,35,1428,2.9674056135274314,3.8341061760223827,3.1139517941629977
IN_35_3,ILP-IDLE-MAX,300004,35,1450,5.093331069607159,3.914732583690676,3.407218879334527
IN_45_5,QP-LR-UB,300004,45,1937,3.6689019711286415,3.176994440459007,3.0079114456531326
IN_30_7,QP-LR-UB,300002,30,1443,3.4094413906541363,2.988026385563787,2.8674250057958233
IN_20_1,QP-LR-UB,34307,20,820,4.421707334042322,3.520715098627093,3.3405244403075876
IN_25_4,HEUR,9900,25,1210,4.176752067585129,5.25076220478764,2.9703190209765205
IN_45_3,ILP-SM-I,300019,45,1898,2.8252157927422146,3.323839697787464,2.819069926775514
IN_15_3,QP-LR-UB,3536,15,658,3.9482686884812455,3.059812856514863,2.892206677561776
IN_30_1,ILP-IDLE-MAX,1541,30,1460,5.099006903875773,3.8027734741426795,3.391661125911843
IN_60_7,ILP-SM-I,300016,60,2436,2.8684571556473264,3.5844865314599446,2.903242738535679
IN_10_3,ILP-SM-II,239,10,500,3.549200065046549,4.243431880741894,2.9478295712797338
IN_20_2,ILP-SM-I,6139,20,821,3.1117228983576037,4.111848133630027,3.216537391815487
IN_20_3,QP-LR-UB,39419,20,941,3.8189175605466685,3.0657725785559604,2.957000330297189
IN_35_8,QP-LR-UB,300005,35,1389,3.7623404181384026,3.1425046997751847,3.0287982457818816
IN_55_1,QP-LR-UB,300016,55,2583,4.9140722660794,3.5982803502538077,3.4558135854166045
IN_5_4,QP-LR-UB,2,5,136,4.216666601498922,4.309758360600472,3.073649835502306
IN_15_2,ILP-SM-II,1879,15,640,3.5816521661005156,4.935480535296253,3.3690503252500204
IN_50_7,ILP-SM-II,300005,50,2056,2.7139375006278548,3.2169814592956207,2.802621386646916
IN_35_3,ILP-SM-II,300004,35,1416,3.0170276055767618,3.694779124724269,3.073424999647623
IN_35_9,ILP-IDLE-MIN,38331,35,1570,4.332305751095532,5.547860252937219,3.7116412042378712
IN_15_6,QP-LR-UB,6133,15,698,4.215138912532065,3.141556049689713,3.0474510633351692
IN_10_2,ILP-IDLE-MAX,13,10,489,4.770000027393809,3.7391783026444667,3.095110445272314
IN_25_5,ILP-SM-II,42939,25,1125,3.1501304356559463,4.075375895867166,3.099719503587796
IN_25_10,ILP-IDLE-MAX,831,25,1101,4.749845456413247,3.835391300674555,3.281551094730158
IN_35_2,ILP-SM-II,300038,35,1359,3.0135985589157928,3.7227500465520547,3.109262186730115
IN_25_2,ILP-SM-I,112824,25,1150,2.838226098819919,3.7380600967578523,2.9475171581033006
IN_55_3,ILP-IDLE-MAX,18581,55,2459,5.051097574618047,3.754396505567437,3.3828632700812773
IN_15_6,HEUR,755,15,711,4.312902757732404,4.903189696707495,3.0945281701875653
IN_40_4,HEUR,121431,40,1780,3.726342706750618,4.598552575682657,2.90943194696067
IN_55_7,QP-LR-UB,300015,55,2463,3.634955650063292,3.005602957751902,2.912012736095464
IN_55_7,ILP-IDLE-MAX,24417,55,2480,4.910826626275816,3.716476868815889,3.273871322897053
IN_5_8,HEUR,34,5,159,4.181294176157783,3.5384009148761635,3.099324972076188
IN_30_2,HEUR,25068,30,1431,4.019263840321865,5.236990456075181,3.2099782508125725
IN_5_9,HEUR,31,5,256,4.398285656635251,4.4223999891144885,3.087283598822887
IN_30_1,ILP-SM-I,300013,30,1446,2.9564383703756008,3.625265692783362,2.979040435733442
IN_30_5,ILP-IDLE-MIN,11798,30,1370,4.080065660853021,5.129717877799729,3.552749303363135
IN_50_8,QP-LR-UB,300005,50,2134,3.916304152956756,3.2210957206868773,3.0960234109980243
IN_50_2,ILP-IDLE-MAX,300007,50,2100,5.051138117128894,3.7145586647903914,3.464840470551268
IN_45_2,HEUR,582393,45,1898,4.143589491452041,5.001702207447667,3.0092068673738925
IN_5_7,ILP-IDLE-MAX,1,5,260,5.191884652009377,3.8879252372670057,3.225396577523534
IN_20_2,ILP-IDLE-MAX,2144,20,830,4.984734962036811,4.141124746216978,3.4623443220424184
IN_10_7,ILP-SM-II,31,10,391,4.255243862947313,4.790320974875987,3.1654281823529704
IN_30_10,ILP-SM-II,38558,30,1200,2.999925039075315,3.972029193204467,3.230337007785216
IN_50_7,ILP-IDLE-MIN,300007,50,2080,4.3496586655338225,5.4271238188888455,3.4550850135093203
IN_10_5,ILP-SM-I,93,10,338,3.5252353065154134,3.925093100364594,3.332339535621642
IN_5_9,ILP-SM-II,2,5,256,4.398285656635251,4.4223999891144885,3.087283598822887
IN_25_4,ILP-SM-II,80592,25,1198,3.0020413375344157,3.5527702628370283,2.9460666625688887
IN_40_8,ILP-SM-I,300018,40,1755,2.7616536463772117,3.68791962800289,2.8876177236276632
IN_50_4,ILP-IDLE-MAX,10578,50,2672,4.828441931396611,3.5362648409218935,3.2523523774304812
IN_30_1,QP-LR-UB,300002,30,1437,4.066568515051718,3.1842725095614997,3.0953970567293982
IN_20_2,HEUR,3414,20,825,4.272469891984779,5.349703407631815,3.2364831980463786
IN_10_10,ILP-SM-II,131,10,430,4.122021757325401,4.947000796362369,3.397603161508363
IN_35_4,ILP-SM-I,300022,35,1467,2.916591862918568,3.5187688764010665,2.9562556095069263
IN_15_8,ILP-IDLE-MAX,434,15,752,4.891026724418005,3.658017444120447,3.354435761831105
IN_20_6,HEUR,2565,20,957,3.8248229099903255,4.285136564963405,3.2180444544975026
IN_30_7,ILP-IDLE-MAX,300003,30,1450,4.861151740314631,3.3645040760917087,3.23923421993752
IN_55_3,QP-LR-UB,300009,55,2453,3.9313333335567298,3.1049126594513594,2.994767724270258
IN_55_6,ILP-IDLE-MIN,300009,55,2433,3.976155749836662,4.670794254105642,3.406377784405087
IN_40_4,ILP-IDLE-MIN,136416,40,1774,3.963994384314237,4.610732611100937,3.2011207966847373
IN_30_4,HEUR,21810,30,1438,4.271333399642673,5.532056390106947,2.9563523218123557
IN_20_3,ILP-SM-II,11322,20,914,2.9130515692774783,3.722751098029024,2.9417692879287083
IN_30_2,ILP-IDLE-MIN,8627,30,1440,4.159833299182355,5.508248011104152,3.5994361097217533
IN_40_4,ILP-SM-I,300024,40,1753,2.7442865122318936,3.626067851420007,2.8817186995105546
IN_15_1,HEUR,730,15,659,4.5371667408581935,5.535279901476747,3.2272495373599916
IN_25_8,HEUR,10397,25,1031,4.021346171759069,5.626162362008885,3.2149845525411895
IN_50_6,ILP-SM-I,300016,50,2088,3.197325374763548,4.049626806832572,3.179135022460438
IN_10_1,ILP-IDLE-MAX,21,10,390,4.980333381891251,3.8456395602113163,3.287199583137953
IN_55_6,ILP-IDLE-MAX,300009,55,2440,5.044442652794914,3.577135844510366,3.3447048173413467
IN_10_9,HEUR,214,10,390,4.592023283693679,4.418264653942613,3.2378824376826714
IN_5_8,ILP-IDLE-MAX,1,5,170,5.284176550016683,3.8751233277166586,3.33813638101001
IN_55_6,ILP-SM-I,300017,55,2401,2.922995908674402,3.7234450687059253,3.029736548507781
IN_45_1,ILP-SM-II,300008,45,1984,3.0294285691283607,3.600159054019534,3.0153152022462915
IN_45_4,ILP-IDLE-MAX,10422,45,2159,5.0213564914064825,3.8878426534761155,3.463882942211856
IN_60_8,ILP-IDLE-MIN,300026,60,2590,4.098976849036787,5.393881544937331,3.5322227449078993
IN_20_9,ILP-SM-II,2541,20,778,3.2771666633204006,3.8858069070018066,3.1093381674180427
IN_35_10,QP-LR-UB,300003,35,1584,3.978220123530559,3.0335545122531413,2.9147316498228593
IN_60_5,ILP-SM-II,300008,60,2474,3.296960327916202,3.7275163257672843,3.171539057429082
IN_55_2,ILP-SM-I,300016,55,2425,3.178299239189841,4.155470591627543,3.0905121729688148
IN_30_10,QP-LR-UB,300002,30,1190,4.367633350367347,3.318249925741082,3.23308424180427
IN_40_7,ILP-SM-I,300012,40,1865,3.1010155370970462,4.419239857410442,3.124207814708707
IN_55_5,ILP-IDLE-MIN,300009,55,2200,3.7597954653135757,4.86152562874091,3.4456396179479696
IN_55_1,ILP-SM-II,300019,55,2628,3.428129274417919,3.77703305821076,3.309517669108941
IN_55_2,ILP-IDLE-MAX,11434,55,2539,5.209027602283035,3.9267227881688553,3.400887295039902
IN_50_5,ILP-IDLE-MIN,300008,50,2080,4.082120179134206,4.947056324644479,3.4253451864539715
IN_40_3,QP-LR-UB,300003,40,1748,3.582028579941818,3.2200243427980797,3.075945427824779
IN_45_6,ILP-IDLE-MIN,300007,45,1860,4.187639808726887,5.3171945149637345,3.5373053006622492
IN_50_8,ILP-IDLE-MIN,300008,50,2170,3.967474657015592,4.7200926037633755,3.316824213042787
IN_20_4,ILP-IDLE-MIN,834,20,840,3.7868095475115946,4.784974566521531,3.1267620099435955
IN_50_5,ILP-SM-II,300005,50,2059,2.9198846301493737,3.4984761134985405,2.939952616177571
IN_60_3,ILP-SM-I,300017,60,2401,2.970461219476194,3.908132667083711,3.101748129677572
IN_40_8,QP-LR-UB,300004,40,1786,3.7143743024441784,3.0905304041122177,2.986900939954417
IN_40_2,HEUR,129265,40,1608,3.316757780591153,4.193308074370101,2.893679218046988
IN_40_1,ILP-SM-I,300012,40,1851,2.819430119680461,3.9113965845990806,2.9247267023184937
IN_5_10,QP-LR-UB,2,5,229,4.91508693124937,4.020609370532243,3.6412071113897406
IN_25_3,ILP-SM-I,105430,25,1093,2.735845476998524,3.4117421964045005,2.796806912120839
IN_60_10,HEUR,300325,60,0,0.0,0.0,0.0
